dol vehicle id,clean_alternative_fuel_vehicle_type,make,model,new_or_used_vehicle,sale_price,dol_transaction_date,transaction_type,transaction_year,electric_vehicle_fee_paid,electric_range,vehicle_primary_use,meets_2019_hb_2042_electric_range_requirement
243918468,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,June 08 2011,Original Registration,2011,No,73,Passenger,TRUE
243918468,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,June 08 2011,Original Title,2011,Not Applicable,73,Passenger,TRUE
243918468,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,April 26 2012,Registration Renewal,2012,No,73,Passenger,TRUE
243918468,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,April 15 2013,Registration Renewal,2013,Yes,73,Passenger,TRUE
243918468,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,April 28 2014,Registration Renewal,2014,Yes,73,Passenger,TRUE
243918468,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,April 21 2015,Registration Renewal,2015,Yes,73,Passenger,TRUE
243918468,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,April 20 2016,Registration Renewal,2016,Yes,73,Passenger,TRUE
161636751,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,October 18 2021,Registration Renewal,2021,Yes,73,Passenger,TRUE
161636751,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,July 21 2022,Registration Renewal,2022,Yes,73,Passenger,TRUE
286807671,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,20995,February 25 2021,Transfer Title,2021,Not Applicable,151,Passenger,TRUE
286807671,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,February 25 2021,Registration at time of Transfer,2021,Yes,151,Passenger,TRUE
286807671,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,January 19 2022,Registration Renewal,2022,Yes,151,Passenger,TRUE
246708927,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,December 16 2013,Original Registration,2013,No,75,Passenger,TRUE
246708927,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,December 16 2013,Original Title,2013,Not Applicable,75,Passenger,TRUE
246708927,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,December 30 2014,Registration Renewal,2014,Yes,75,Passenger,TRUE
137494171,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,December 03 2015,Original Registration,2015,No,84,Passenger,TRUE
130925105,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,September 30 2022,Registration Renewal,2022,Yes,75,Passenger,TRUE
132456341,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,7963,March 23 2017,Transfer Title,2017,Not Applicable,84,Passenger,TRUE
132993311,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,37525,November 05 2020,Original Title,2020,Not Applicable,0,Passenger,FALSE
132993311,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,November 05 2020,Original Registration,2020,No,0,Passenger,FALSE
132993311,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,October 07 2021,Registration Renewal,2021,Yes,0,Passenger,FALSE
132993311,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,September 07 2022,Registration Renewal,2022,Yes,0,Passenger,FALSE
1221748,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,October 12 2015,Registration at time of Transfer,2015,Yes,75,Passenger,TRUE
1221748,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,October 12 2015,Transfer Title,2015,Not Applicable,75,Passenger,TRUE
1221748,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,August 30 2016,Registration Renewal,2016,Yes,75,Passenger,TRUE
1221748,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,September 11 2017,Registration Renewal,2017,Yes,75,Passenger,TRUE
1221748,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,August 07 2018,Registration Renewal,2018,Yes,75,Passenger,TRUE
349351173,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,January 05 2017,Original Registration,2017,No,75,Passenger,TRUE
349351173,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,December 07 2017,Registration Renewal,2017,Yes,75,Passenger,TRUE
349351173,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,December 21 2018,Registration Renewal,2018,Yes,75,Passenger,TRUE
349351173,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,December 06 2019,Registration Renewal,2019,Yes,75,Passenger,TRUE
349351173,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,December 07 2020,Registration Renewal,2020,Yes,75,Passenger,TRUE
349351173,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,December 10 2021,Registration Renewal,2021,Yes,75,Passenger,TRUE
135253583,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,October 30 2018,Registration Renewal,2018,Yes,73,Passenger,TRUE
135253583,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,October 18 2019,Registration Renewal,2019,Yes,73,Passenger,TRUE
135253583,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,October 12 2015,Registration at time of Transfer,2015,Yes,73,Passenger,TRUE
135253583,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,October 12 2015,Transfer Title,2015,Not Applicable,73,Passenger,TRUE
135253583,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,November 19 2016,Registration Renewal,2016,Yes,73,Passenger,TRUE
135253583,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,September 13 2017,Registration Renewal,2017,Yes,73,Passenger,TRUE
108879116,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,11547,June 02 2021,Transfer Title,2021,Not Applicable,84,Passenger,TRUE
108879116,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,2000,November 22 2021,Transfer Title,2021,Not Applicable,84,Passenger,TRUE
108879116,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,June 02 2021,Registration at time of Transfer,2021,Yes,84,Passenger,TRUE
108879116,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,November 22 2021,Registration at time of Transfer,2021,Yes,84,Passenger,TRUE
151648164,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,April 04 2014,Original Registration,2014,No,84,Passenger,TRUE
151648164,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,April 04 2014,Original Title,2014,Not Applicable,84,Passenger,TRUE
151648164,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,March 05 2015,Registration Renewal,2015,Yes,84,Passenger,TRUE
188415545,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,7200,December 03 2019,Transfer Title,2019,Not Applicable,75,Passenger,TRUE
188415545,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,December 03 2019,Registration at time of Transfer,2019,Yes,75,Passenger,TRUE
188415545,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,January 05 2021,Registration Renewal,2021,Yes,75,Passenger,TRUE
188415545,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,January 24 2022,Registration Renewal,2022,Yes,75,Passenger,TRUE
113237176,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,October 10 2022,Transfer Title,2022,Not Applicable,84,Passenger,TRUE
176071731,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,August 16 2021,Registration Renewal,2021,Yes,84,Passenger,TRUE
119142817,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,9700,May 19 2021,Transfer Title,2021,Not Applicable,84,Passenger,TRUE
119142817,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,May 19 2021,Registration at time of Transfer,2021,Yes,84,Passenger,TRUE
119142817,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,March 29 2022,Registration Renewal,2022,Yes,84,Passenger,TRUE
250651285,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,May 14 2020,Registration Renewal,2020,Yes,151,Passenger,TRUE
250651285,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,April 28 2021,Registration Renewal,2021,Yes,151,Passenger,TRUE
217269790,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,September 27 2021,Registration Renewal,2021,Yes,75,Passenger,TRUE
217269790,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,April 20 2022,Registration Renewal,2022,Yes,75,Passenger,TRUE
122336294,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,June 01 2022,Registration at time of Transfer,2022,Yes,84,Passenger,TRUE
122336294,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,12990,June 01 2022,Transfer Title,2022,Not Applicable,84,Passenger,TRUE
239969537,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,9500,March 09 2022,Transfer Title,2022,Not Applicable,84,Passenger,TRUE
239969537,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,March 09 2022,Registration at time of Transfer,2022,Yes,84,Passenger,TRUE
165027796,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,September 13 2016,Original Registration,2016,No,84,Passenger,TRUE
165027796,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,September 13 2016,Original Title,2016,Not Applicable,84,Passenger,TRUE
165027796,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,September 17 2017,Registration Renewal,2017,Yes,84,Passenger,TRUE
165027796,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,September 04 2018,Registration Renewal,2018,Yes,84,Passenger,TRUE
9859580,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,29995,August 31 2022,Transfer Title,2022,Not Applicable,150,Passenger,TRUE
9859580,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,August 31 2022,Registration at time of Transfer,2022,Yes,150,Passenger,TRUE
204871187,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,33750,October 04 2017,Original Title,2017,Not Applicable,107,Passenger,TRUE
204871187,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,October 04 2017,Original Registration,2017,No,107,Passenger,TRUE
204871187,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,August 20 2018,Registration Renewal,2018,Yes,107,Passenger,TRUE
477658954,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,June 18 2019,Original Title,2019,Not Applicable,84,Passenger,TRUE
477658954,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,June 18 2019,Original Registration,2019,No,84,Passenger,TRUE
477658954,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,June 10 2020,Registration Renewal,2020,Yes,84,Passenger,TRUE
477658954,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,June 15 2021,Registration Renewal,2021,Yes,84,Passenger,TRUE
477658954,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,June 03 2022,Registration Renewal,2022,Yes,84,Passenger,TRUE
222111984,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,7982,May 03 2017,Transfer Title,2017,Not Applicable,75,Passenger,TRUE
222111984,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,May 03 2017,Registration at time of Transfer,2017,Yes,75,Passenger,TRUE
222111984,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,March 30 2018,Registration Renewal,2018,Yes,75,Passenger,TRUE
222111984,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,March 30 2019,Registration Renewal,2019,Yes,75,Passenger,TRUE
222111984,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,May 04 2020,Registration Renewal,2020,Yes,75,Passenger,TRUE
131923326,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,October 04 2017,Registration at time of Transfer,2017,Yes,84,Passenger,TRUE
225474441,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,October 24 2014,Original Registration,2014,No,84,Passenger,TRUE
225474441,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,October 24 2014,Original Title,2014,Not Applicable,84,Passenger,TRUE
225474441,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,August 26 2015,Registration Renewal,2015,Yes,84,Passenger,TRUE
225474441,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,August 31 2016,Registration Renewal,2016,Yes,84,Passenger,TRUE
225474441,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,September 12 2017,Registration Renewal,2017,Yes,84,Passenger,TRUE
220877520,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,14400,November 30 2017,Transfer Title,2017,Not Applicable,84,Passenger,TRUE
220877520,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,November 30 2017,Registration at time of Transfer,2017,Yes,84,Passenger,TRUE
220877520,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,October 15 2018,Registration Renewal,2018,Yes,84,Passenger,TRUE
220877520,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,October 17 2019,Registration Renewal,2019,Yes,84,Passenger,TRUE
220877520,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,October 28 2020,Registration Renewal,2020,Yes,84,Passenger,TRUE
220877520,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,October 14 2021,Registration Renewal,2021,Yes,84,Passenger,TRUE
213566069,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,September 09 2015,Original Registration,2015,No,84,Passenger,TRUE
213566069,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,September 09 2015,Original Title,2015,Not Applicable,84,Passenger,TRUE
213566069,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,August 19 2016,Registration Renewal,2016,Yes,84,Passenger,TRUE
213566069,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,August 10 2017,Registration Renewal,2017,Yes,84,Passenger,TRUE
213566069,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,July 18 2018,Registration Renewal,2018,Yes,84,Passenger,TRUE
213566069,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,August 02 2019,Registration Renewal,2019,Yes,84,Passenger,TRUE
213566069,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,September 03 2020,Registration Renewal,2020,Yes,84,Passenger,TRUE
213566069,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,August 12 2021,Registration Renewal,2021,Yes,84,Passenger,TRUE
213566069,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,July 26 2022,Registration Renewal,2022,Yes,84,Passenger,TRUE
220877520,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,October 19 2022,Registration Renewal,2022,Yes,84,Passenger,TRUE
131923326,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,14571,October 04 2017,Transfer Title,2017,Not Applicable,84,Passenger,TRUE
349474394,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,14550,August 18 2020,Transfer Title,2020,Not Applicable,107,Passenger,TRUE
349474394,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,August 18 2020,Registration at time of Transfer,2020,Yes,107,Passenger,TRUE
349474394,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,October 01 2021,Registration Renewal,2021,Yes,107,Passenger,TRUE
349474394,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,July 29 2022,Registration Renewal,2022,Yes,107,Passenger,TRUE
110439556,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,November 06 2014,Original Registration,2014,No,84,Passenger,TRUE
110439556,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,November 06 2014,Original Title,2014,Not Applicable,84,Passenger,TRUE
110439556,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,November 02 2015,Registration Renewal,2015,Yes,84,Passenger,TRUE
115974057,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,13624,June 18 2020,Transfer Title,2020,Not Applicable,107,Passenger,TRUE
115974057,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,June 18 2020,Registration at time of Transfer,2020,Yes,107,Passenger,TRUE
115974057,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,May 04 2021,Registration Renewal,2021,Yes,107,Passenger,TRUE
152241939,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,November 13 2020,Registration Renewal,2020,Yes,84,Passenger,TRUE
152241939,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,14855,December 26 2019,Transfer Title,2019,Not Applicable,84,Passenger,TRUE
108614607,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,March 04 2016,Original Registration,2016,No,73,Passenger,TRUE
108614607,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,March 04 2016,Original Title,2016,Not Applicable,73,Passenger,TRUE
108614607,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,May 07 2017,Registration Renewal,2017,Yes,73,Passenger,TRUE
108614607,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,February 12 2018,Registration Renewal,2018,Yes,73,Passenger,TRUE
108614607,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,July 05 2019,Registration Renewal,2019,Yes,73,Passenger,TRUE
110374596,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,10991,July 06 2017,Transfer Title,2017,Not Applicable,84,Passenger,TRUE
110374596,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,July 06 2017,Registration at time of Transfer,2017,Yes,84,Passenger,TRUE
210969265,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,April 27 2018,Registration at time of Transfer,2018,Yes,84,Passenger,TRUE
210969265,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,April 19 2019,Registration Renewal,2019,Yes,84,Passenger,TRUE
210969265,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,11496,April 27 2018,Transfer Title,2018,Not Applicable,84,Passenger,TRUE
137855756,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,16490,May 01 2019,Transfer Title,2019,Not Applicable,107,Passenger,TRUE
137855756,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,May 01 2019,Registration at time of Transfer,2019,Yes,107,Passenger,TRUE
137855756,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,March 10 2020,Registration Renewal,2020,Yes,107,Passenger,TRUE
137855756,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,March 25 2021,Registration Renewal,2021,Yes,107,Passenger,TRUE
137855756,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,August 09 2022,Registration Renewal,2022,Yes,107,Passenger,TRUE
206402696,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,10218,September 25 2017,Transfer Title,2017,Not Applicable,84,Passenger,TRUE
206402696,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,September 25 2017,Registration at time of Transfer,2017,Yes,84,Passenger,TRUE
3295526,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,13950,January 06 2020,Original Title,2020,Not Applicable,107,Passenger,TRUE
139591973,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,36403,January 05 2021,Original Title,2021,Not Applicable,149,Passenger,TRUE
139591973,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,January 05 2021,Original Registration,2021,No,149,Passenger,TRUE
3295526,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,January 06 2020,Original Registration,2020,No,107,Passenger,TRUE
3295526,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,December 03 2020,Registration Renewal,2020,Yes,107,Passenger,TRUE
3295526,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,November 05 2021,Registration Renewal,2021,Yes,107,Passenger,TRUE
3295526,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,November 22 2022,Registration Renewal,2022,Yes,107,Passenger,TRUE
338370392,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,April 25 2019,Original Registration,2019,No,150,Passenger,TRUE
338370392,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,March 19 2020,Registration Renewal,2020,Yes,150,Passenger,TRUE
338370392,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,March 12 2021,Registration Renewal,2021,Yes,150,Passenger,TRUE
338370392,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,43290,April 25 2019,Original Title,2019,Not Applicable,150,Passenger,TRUE
143846706,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,September 08 2015,Registration Renewal,2015,Yes,75,Passenger,TRUE
143846706,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,August 22 2016,Registration Renewal,2016,Yes,75,Passenger,TRUE
322093124,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,37590,July 18 2019,Original Title,2019,Not Applicable,150,Passenger,TRUE
322093124,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,July 18 2019,Original Registration,2019,No,150,Passenger,TRUE
322093124,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,July 27 2020,Registration Renewal,2020,Yes,150,Passenger,TRUE
322093124,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,July 19 2021,Registration Renewal,2021,Yes,150,Passenger,TRUE
322093124,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,July 01 2022,Registration Renewal,2022,Yes,150,Passenger,TRUE
253922693,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,December 04 2012,Original Registration,2012,No,73,Passenger,TRUE
253922693,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,December 04 2012,Original Title,2012,Not Applicable,73,Passenger,TRUE
253922693,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,December 02 2013,Registration Renewal,2013,Yes,73,Passenger,TRUE
253922693,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,February 11 2015,Registration Renewal,2015,Yes,73,Passenger,TRUE
253922693,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,April 15 2016,Registration Renewal,2016,Yes,73,Passenger,TRUE
2695108,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,July 24 2015,Original Registration,2015,No,75,Passenger,TRUE
2695108,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,July 24 2015,Original Title,2015,Not Applicable,75,Passenger,TRUE
145438485,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,October 21 2013,Original Registration,2013,No,75,Passenger,TRUE
145438485,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,October 21 2013,Original Title,2013,Not Applicable,75,Passenger,TRUE
145438485,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,August 29 2014,Registration Renewal,2014,Yes,75,Passenger,TRUE
145438485,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,September 01 2015,Registration Renewal,2015,Yes,75,Passenger,TRUE
130137661,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,July 02 2018,Registration Renewal,2018,Yes,73,Passenger,TRUE
130137661,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,August 02 2019,Registration Renewal,2019,Yes,73,Passenger,TRUE
130137661,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,August 03 2020,Registration Renewal,2020,Yes,73,Passenger,TRUE
156822949,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,September 04 2019,Registration Renewal,2019,Yes,73,Passenger,TRUE
156822949,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,September 18 2020,Registration Renewal,2020,Yes,73,Passenger,TRUE
156822949,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,August 16 2021,Registration Renewal,2021,Yes,73,Passenger,TRUE
156822949,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,August 04 2022,Registration Renewal,2022,Yes,73,Passenger,TRUE
475294354,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,March 21 2019,Original Registration,2019,No,84,Passenger,TRUE
475294354,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,13921,March 21 2019,Original Title,2019,Not Applicable,84,Passenger,TRUE
170310234,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,June 13 2013,Original Registration,2013,No,75,Passenger,TRUE
170310234,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,June 13 2013,Original Title,2013,Not Applicable,75,Passenger,TRUE
170310234,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,April 14 2014,Registration Renewal,2014,Yes,75,Passenger,TRUE
170310234,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,May 04 2015,Registration Renewal,2015,Yes,75,Passenger,TRUE
170310234,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,April 18 2016,Registration Renewal,2016,Yes,75,Passenger,TRUE
2589044,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,7500,May 22 2020,Transfer Title,2020,Not Applicable,84,Passenger,TRUE
129405118,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,July 20 2011,Original Registration,2011,No,73,Passenger,TRUE
129405118,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,July 20 2011,Original Title,2011,Not Applicable,73,Passenger,TRUE
129405118,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,June 22 2012,Registration Renewal,2012,No,73,Passenger,TRUE
125491551,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,October 21 2014,Original Registration,2014,No,84,Passenger,TRUE
125491551,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,October 21 2014,Original Title,2014,Not Applicable,84,Passenger,TRUE
125491551,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,October 01 2015,Registration Renewal,2015,Yes,84,Passenger,TRUE
125491551,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,October 03 2016,Registration Renewal,2016,Yes,84,Passenger,TRUE
251132381,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,August 24 2011,Original Title,2011,Not Applicable,73,Passenger,TRUE
251132381,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,July 13 2012,Registration Renewal,2012,No,73,Passenger,TRUE
251132381,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,July 15 2013,Registration Renewal,2013,Yes,73,Passenger,TRUE
251132381,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,July 03 2014,Registration Renewal,2014,Yes,73,Passenger,TRUE
251132381,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,July 13 2015,Registration Renewal,2015,Yes,73,Passenger,TRUE
107726748,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,April 26 2016,Original Registration,2016,No,84,Passenger,TRUE
107726748,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,April 26 2016,Original Title,2016,Not Applicable,84,Passenger,TRUE
107726748,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,February 28 2017,Registration Renewal,2017,Yes,84,Passenger,TRUE
107726748,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,February 28 2018,Registration Renewal,2018,Yes,84,Passenger,TRUE
298533336,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,35050,August 28 2018,Original Title,2018,Not Applicable,151,Passenger,TRUE
298533336,Battery Electric Vehicle (BEV),NISSAN,Leaf,New,0,August 28 2018,Original Registration,2018,No,151,Passenger,TRUE
298533336,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,July 26 2019,Registration Renewal,2019,Yes,151,Passenger,TRUE
298533336,Battery Electric Vehicle (BEV),NISSAN,Leaf,Used,0,August 10 2020,Registration Renewal,2020,Yes,151,Passenger,TRUE
