dol vehicle id,clean_alternative_fuel_vehicle_type,make,model,new_or_used_vehicle,sale_price,dol_transaction_date,transaction_type,transaction_year,electric_vehicle_fee_paid,electric_range,vehicle_primary_use,meets_2019_hb_2042_electric_range_requirement
196918333,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,37997,February 16 2022,Original Title,2022,Not Applicable,16,Passenger,FALSE
196918333,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,February 16 2022,Original Registration,2022,No,16,Passenger,FALSE
181201177,Battery Electric Vehicle (BEV),AUDI,e-tron Sportback,New,83245,October 29 2021,Original Title,2021,Not Applicable,218,Passenger,TRUE
181201177,Battery Electric Vehicle (BEV),AUDI,e-tron Sportback,New,0,October 29 2021,Original Registration,2021,No,218,Passenger,TRUE
181201177,Battery Electric Vehicle (BEV),AUDI,e-tron Sportback,Used,0,September 20 2022,Registration Renewal,2022,Yes,218,Passenger,TRUE
293432807,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,22995,August 16 2019,Original Title,2019,Not Applicable,16,Passenger,FALSE
293432807,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,August 16 2019,Original Registration,2019,No,16,Passenger,FALSE
477921699,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,June 15 2020,Registration Renewal,2020,Yes,204,Passenger,TRUE
477921699,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,May 28 2021,Registration Renewal,2021,Yes,204,Passenger,TRUE
477921699,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,June 06 2022,Registration Renewal,2022,Yes,204,Passenger,TRUE
477921699,Battery Electric Vehicle (BEV),AUDI,e-tron,New,87114,August 06 2019,Original Title,2019,Not Applicable,204,Passenger,TRUE
477921699,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,August 06 2019,Original Registration,2019,No,204,Passenger,TRUE
327584400,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,New,47150,June 01 2017,Original Title,2017,Not Applicable,16,Passenger,FALSE
177559644,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,21690,June 26 2020,Transfer Title,2020,Not Applicable,16,Passenger,FALSE
177559644,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,June 26 2020,Registration at time of Transfer,2020,Yes,16,Passenger,FALSE
245694193,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,New,0,June 15 2016,Original Registration,2016,No,16,Passenger,FALSE
245694193,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,New,0,June 15 2016,Original Title,2016,Not Applicable,16,Passenger,FALSE
245694193,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,May 27 2017,Registration Renewal,2017,No,16,Passenger,FALSE
245694193,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,May 21 2018,Registration Renewal,2018,No,16,Passenger,FALSE
245694193,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,May 28 2019,Registration Renewal,2019,No,16,Passenger,FALSE
245694193,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,May 04 2020,Registration Renewal,2020,No,16,Passenger,FALSE
245694193,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,May 03 2021,Registration Renewal,2021,No,16,Passenger,FALSE
245694193,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,May 02 2022,Registration Renewal,2022,No,16,Passenger,FALSE
292002707,Battery Electric Vehicle (BEV),AUDI,e-tron,New,89190,May 24 2019,Original Title,2019,Not Applicable,204,Passenger,TRUE
292002707,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,May 24 2019,Original Registration,2019,No,204,Passenger,TRUE
100375726,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,New,0,April 15 2016,Original Registration,2016,No,16,Passenger,FALSE
100375726,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,New,0,April 15 2016,Original Title,2016,Not Applicable,16,Passenger,FALSE
219652191,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,29590,September 15 2022,Original Title,2022,Not Applicable,16,Passenger,FALSE
160102148,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,New,0,August 10 2016,Original Registration,2016,No,16,Passenger,FALSE
160102148,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,New,0,August 10 2016,Original Title,2016,Not Applicable,16,Passenger,FALSE
160102148,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,June 04 2017,Registration Renewal,2017,No,16,Passenger,FALSE
2736191,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,November 13 2019,Original Registration,2019,No,204,Passenger,TRUE
2736191,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,November 13 2019,Original Title,2019,Not Applicable,204,Passenger,TRUE
142748784,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,January 08 2022,Registration Renewal,2022,Yes,0,Passenger,FALSE
297266784,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,New,42639,September 20 2018,Original Title,2018,Not Applicable,16,Passenger,FALSE
297266784,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,New,0,September 20 2018,Original Registration,2018,No,16,Passenger,FALSE
297266784,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,August 01 2019,Registration Renewal,2019,No,16,Passenger,FALSE
297266784,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,August 13 2020,Registration Renewal,2020,No,16,Passenger,FALSE
165869224,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,37891,March 10 2018,Original Title,2018,Not Applicable,16,Passenger,FALSE
165869224,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,March 10 2018,Original Registration,2018,No,16,Passenger,FALSE
165869224,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,March 18 2019,Registration Renewal,2019,No,16,Passenger,FALSE
165869224,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,February 07 2020,Registration Renewal,2020,No,16,Passenger,FALSE
165869224,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,February 25 2021,Registration Renewal,2021,No,16,Passenger,FALSE
165869224,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,March 11 2022,Registration Renewal,2022,No,16,Passenger,FALSE
172485708,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,55644,August 10 2021,Original Title,2021,Not Applicable,18,Passenger,FALSE
172485708,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,0,August 10 2021,Original Registration,2021,No,18,Passenger,FALSE
172485708,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,June 28 2022,Registration Renewal,2022,No,18,Passenger,FALSE
207287594,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,30380,June 02 2022,Original Title,2022,Not Applicable,16,Passenger,FALSE
207287594,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,June 02 2022,Original Registration,2022,No,16,Passenger,FALSE
100707519,Battery Electric Vehicle (BEV),AUDI,e-tron,New,79613,March 10 2020,Original Title,2020,Not Applicable,204,Passenger,TRUE
100707519,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,March 10 2020,Original Registration,2020,No,204,Passenger,TRUE
100707519,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,January 22 2021,Registration Renewal,2021,Yes,204,Passenger,TRUE
100707519,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,January 27 2022,Registration Renewal,2022,Yes,204,Passenger,TRUE
103436553,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,64990,March 19 2020,Original Title,2020,Not Applicable,20,Passenger,FALSE
103436553,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,0,March 19 2020,Original Registration,2020,No,20,Passenger,FALSE
103436553,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,February 09 2021,Registration Renewal,2021,No,20,Passenger,FALSE
103436553,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,August 24 2022,Registration Renewal,2022,No,20,Passenger,FALSE
183308975,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,December 02 2021,Original Title,2021,Not Applicable,16,Passenger,FALSE
183308975,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,December 02 2021,Original Registration,2021,No,16,Passenger,FALSE
141957847,Battery Electric Vehicle (BEV),AUDI,e-tron Sportback,Used,53741,April 19 2022,Transfer Title,2022,Not Applicable,218,Passenger,TRUE
141957847,Battery Electric Vehicle (BEV),AUDI,e-tron Sportback,Used,0,January 31 2022,Registration Renewal,2022,Yes,218,Passenger,TRUE
123194830,Battery Electric Vehicle (BEV),AUDI,e-tron,New,77070,September 16 2020,Original Title,2020,Not Applicable,204,Passenger,TRUE
123194830,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,September 16 2020,Original Registration,2020,No,204,Passenger,TRUE
123194830,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,October 15 2021,Registration Renewal,2021,Yes,204,Passenger,TRUE
153852786,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,March 22 2022,Registration Renewal,2022,No,18,Passenger,FALSE
154891488,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,64790,June 22 2021,Original Title,2021,Not Applicable,18,Passenger,FALSE
154891488,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,0,June 22 2021,Original Registration,2021,No,18,Passenger,FALSE
154891488,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,April 18 2022,Registration Renewal,2022,No,18,Passenger,FALSE
2584291,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,December 13 2017,Registration Renewal,2017,No,16,Passenger,FALSE
2584291,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,December 14 2018,Registration Renewal,2018,No,16,Passenger,FALSE
326530557,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,November 15 2019,Original Registration,2019,No,204,Passenger,TRUE
326530557,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,September 29 2020,Registration Renewal,2020,Yes,204,Passenger,TRUE
326530557,Battery Electric Vehicle (BEV),AUDI,e-tron,New,74800,November 15 2019,Original Title,2019,Not Applicable,204,Passenger,TRUE
131779336,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,April 10 2019,Registration at time of Transfer,2019,No,16,Passenger,FALSE
131779336,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,27999,April 10 2019,Transfer Title,2019,Not Applicable,16,Passenger,FALSE
202958514,Battery Electric Vehicle (BEV),AUDI,e-tron,New,86245,May 18 2022,Original Title,2022,Not Applicable,0,Passenger,FALSE
157953414,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,March 25 2019,Registration Renewal,2019,No,16,Passenger,FALSE
138278885,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,0,January 14 2021,Original Registration,2021,No,18,Passenger,FALSE
127383315,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,November 30 2021,Registration Renewal,2021,No,16,Passenger,FALSE
153976322,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,58396,May 18 2021,Original Title,2021,Not Applicable,18,Passenger,FALSE
153976322,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,0,May 18 2021,Original Registration,2021,No,18,Passenger,FALSE
153976322,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,April 01 2022,Registration Renewal,2022,No,18,Passenger,FALSE
144517586,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,51900,January 19 2021,Original Title,2021,Not Applicable,18,Passenger,FALSE
144517586,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,0,January 19 2021,Original Registration,2021,No,18,Passenger,FALSE
144517586,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,December 16 2021,Registration Renewal,2021,No,18,Passenger,FALSE
150851060,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,March 14 2022,Registration Renewal,2022,No,18,Passenger,FALSE
277779645,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,June 10 2020,Registration Renewal,2020,No,16,Passenger,FALSE
277779645,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,June 07 2021,Registration Renewal,2021,No,16,Passenger,FALSE
149082853,Battery Electric Vehicle (BEV),AUDI,e-tron Sportback,Used,75777,October 13 2021,Transfer Title,2021,Not Applicable,218,Passenger,TRUE
149082853,Battery Electric Vehicle (BEV),AUDI,e-tron Sportback,Used,0,October 13 2021,Registration at time of Transfer,2021,Yes,218,Passenger,TRUE
167390842,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,28655,December 16 2021,Original Title,2021,Not Applicable,16,Passenger,FALSE
104301592,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,February 06 2021,Registration Renewal,2021,Yes,204,Passenger,TRUE
273524961,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,January 03 2022,Registration Renewal,2022,No,16,Passenger,FALSE
138909032,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,64665,January 28 2021,Original Title,2021,Not Applicable,18,Passenger,FALSE
138909032,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,0,January 28 2021,Original Registration,2021,No,18,Passenger,FALSE
138909032,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,November 30 2021,Registration Renewal,2021,No,18,Passenger,FALSE
275136641,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,April 12 2018,Registration Renewal,2018,No,16,Passenger,FALSE
275136641,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,April 20 2019,Registration Renewal,2019,No,16,Passenger,FALSE
275136641,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,April 22 2020,Registration Renewal,2020,No,16,Passenger,FALSE
275136641,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,April 02 2021,Registration Renewal,2021,No,16,Passenger,FALSE
275136641,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,March 30 2022,Registration Renewal,2022,No,16,Passenger,FALSE
275136641,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,New,41450,May 05 2017,Original Title,2017,Not Applicable,16,Passenger,FALSE
275136641,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,New,0,May 05 2017,Original Registration,2017,No,16,Passenger,FALSE
115143640,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,July 21 2020,Original Title,2020,Not Applicable,204,Passenger,TRUE
115143640,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,July 21 2020,Original Registration,2020,No,204,Passenger,TRUE
477595282,Battery Electric Vehicle (BEV),AUDI,e-tron,New,74800,August 29 2019,Original Title,2019,Not Applicable,204,Passenger,TRUE
477595282,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,August 29 2019,Original Registration,2019,No,204,Passenger,TRUE
104588284,Battery Electric Vehicle (BEV),AUDI,e-tron,New,69170,March 23 2020,Original Title,2020,Not Applicable,204,Passenger,TRUE
150330799,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,51900,April 13 2021,Original Title,2021,Not Applicable,18,Passenger,FALSE
150330799,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,0,April 13 2021,Original Registration,2021,No,18,Passenger,FALSE
150330799,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,February 18 2022,Registration Renewal,2022,No,18,Passenger,FALSE
137095465,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,November 22 2021,Registration Renewal,2021,No,20,Passenger,FALSE
197443970,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,19995,April 14 2022,Original Title,2022,Not Applicable,16,Passenger,FALSE
197443970,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,April 14 2022,Original Registration,2022,No,16,Passenger,FALSE
211147177,Battery Electric Vehicle (BEV),AUDI,e-tron,New,74200,September 01 2022,Original Title,2022,Not Applicable,0,Passenger,FALSE
211147177,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,September 01 2022,Original Registration,2022,No,0,Passenger,FALSE
273844777,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,September 24 2022,Registration Renewal,2022,Yes,204,Passenger,TRUE
190601953,Battery Electric Vehicle (BEV),AZURE DYNAMICS,Transit Connect Electric,New,0,February 20 2013,Original Registration,2013,No,56,Commercial,TRUE
190601953,Battery Electric Vehicle (BEV),AZURE DYNAMICS,Transit Connect Electric,New,0,February 20 2013,Original Title,2013,Not Applicable,56,Commercial,TRUE
190601953,Battery Electric Vehicle (BEV),AZURE DYNAMICS,Transit Connect Electric,Used,0,November 09 2013,Registration Renewal,2013,Yes,56,Commercial,TRUE
168848459,Battery Electric Vehicle (BEV),AZURE DYNAMICS,Transit Connect Electric,New,0,February 20 2013,Original Registration,2013,No,56,Commercial,TRUE
168848459,Battery Electric Vehicle (BEV),AZURE DYNAMICS,Transit Connect Electric,New,0,February 20 2013,Original Title,2013,Not Applicable,56,Commercial,TRUE
168848459,Battery Electric Vehicle (BEV),AZURE DYNAMICS,Transit Connect Electric,Used,0,November 09 2013,Registration Renewal,2013,Yes,56,Commercial,TRUE
216919237,Plug-in Hybrid Electric Vehicle (PHEV),BENTLEY,Flying Spur,New,277475,September 27 2022,Original Title,2022,Not Applicable,21,Passenger,FALSE
216919237,Plug-in Hybrid Electric Vehicle (PHEV),BENTLEY,Flying Spur,New,0,September 27 2022,Original Registration,2022,No,21,Passenger,FALSE
244332553,Plug-in Hybrid Electric Vehicle (PHEV),BMW,i3,New,0,August 26 2016,Original Registration,2016,No,72,Passenger,TRUE
244332553,Plug-in Hybrid Electric Vehicle (PHEV),BMW,i3,New,0,August 26 2016,Original Title,2016,Not Applicable,72,Passenger,TRUE
255651469,Plug-in Hybrid Electric Vehicle (PHEV),BMW,X5,Used,29915,December 08 2020,Transfer Title,2020,Not Applicable,14,Passenger,FALSE
255651469,Plug-in Hybrid Electric Vehicle (PHEV),BMW,X5,Used,0,January 11 2022,Registration Renewal,2022,No,14,Passenger,FALSE
349209969,Plug-in Hybrid Electric Vehicle (PHEV),BMW,X5,Used,0,September 04 2018,Registration Renewal,2018,No,14,Passenger,FALSE
349209969,Plug-in Hybrid Electric Vehicle (PHEV),BMW,X5,Used,0,August 19 2019,Registration Renewal,2019,No,14,Passenger,FALSE
232211885,Battery Electric Vehicle (BEV),BMW,i3,Used,18998,October 23 2018,Transfer Title,2018,Not Applicable,81,Passenger,TRUE
232211885,Battery Electric Vehicle (BEV),BMW,i3,Used,0,October 23 2018,Registration at time of Transfer,2018,Yes,81,Passenger,TRUE
232211885,Battery Electric Vehicle (BEV),BMW,i3,Used,0,August 26 2019,Registration Renewal,2019,Yes,81,Passenger,TRUE
122118370,Plug-in Hybrid Electric Vehicle (PHEV),BMW,i3,New,0,April 03 2017,Original Registration,2017,No,97,Passenger,TRUE
122118370,Plug-in Hybrid Electric Vehicle (PHEV),BMW,i3,Used,0,April 17 2018,Registration Renewal,2018,No,97,Passenger,TRUE
157549451,Plug-in Hybrid Electric Vehicle (PHEV),BMW,i3,Used,0,July 05 2018,Registration Renewal,2018,Yes,72,Passenger,TRUE
157549451,Plug-in Hybrid Electric Vehicle (PHEV),BMW,i3,Used,0,July 02 2019,Registration Renewal,2019,Yes,72,Passenger,TRUE
157549451,Plug-in Hybrid Electric Vehicle (PHEV),BMW,i3,Used,0,August 24 2020,Registration Renewal,2020,Yes,72,Passenger,TRUE
157549451,Plug-in Hybrid Electric Vehicle (PHEV),BMW,i3,Used,0,June 11 2021,Registration Renewal,2021,Yes,72,Passenger,TRUE
157549451,Plug-in Hybrid Electric Vehicle (PHEV),BMW,i3,Used,0,July 25 2022,Registration Renewal,2022,Yes,72,Passenger,TRUE
157549451,Plug-in Hybrid Electric Vehicle (PHEV),BMW,i3,Used,19412,July 19 2017,Transfer Title,2017,Not Applicable,72,Passenger,TRUE
157549451,Plug-in Hybrid Electric Vehicle (PHEV),BMW,i3,Used,0,July 19 2017,Registration at time of Transfer,2017,Yes,72,Passenger,TRUE
137107785,Plug-in Hybrid Electric Vehicle (PHEV),BMW,X5,Used,0,December 05 2020,Original Registration,2020,No,14,Passenger,FALSE
211614091,Plug-in Hybrid Electric Vehicle (PHEV),BMW,i3,Used,18000,June 29 2020,Transfer Title,2020,Not Applicable,97,Passenger,TRUE
211614091,Plug-in Hybrid Electric Vehicle (PHEV),BMW,i3,Used,0,June 29 2020,Registration at time of Transfer,2020,Yes,97,Passenger,TRUE
211614091,Plug-in Hybrid Electric Vehicle (PHEV),BMW,i3,Used,0,July 07 2021,Registration Renewal,2021,Yes,97,Passenger,TRUE
211614091,Plug-in Hybrid Electric Vehicle (PHEV),BMW,i3,Used,0,May 31 2022,Registration Renewal,2022,Yes,97,Passenger,TRUE
6878623,Plug-in Hybrid Electric Vehicle (PHEV),BMW,i3,Used,23309,August 27 2018,Transfer Title,2018,Not Applicable,72,Passenger,TRUE
